Date	Date (UTC)	Month	Day	Hour (UTC)	Water temp
349.25	12/16/13	12	16	6	9.84
349.29	12/16/13	12	16	7	9.84
349.33	12/16/13	12	16	8	9.84
349.37	12/16/13	12	16	9	9.83
349.42	12/16/13	12	16	10	9.83
349.46	12/16/13	12	16	11	9.83
349.5	12/16/13	12	16	12	9.82
349.54	12/16/13	12	16	13	9.82
349.58	12/16/13	12	16	14	9.82
349.62	12/16/13	12	16	15	9.81
349.67	12/16/13	12	16	16	9.81
349.71	12/16/13	12	16	17	9.81
349.75	12/16/13	12	16	18	9.8
349.79	12/16/13	12	16	19	9.8
349.83	12/16/13	12	16	20	9.8
349.87	12/16/13	12	16	21	9.79
349.92	12/16/13	12	16	22	9.79
349.96	12/16/13	12	16	23	9.79
350	12/16/13	12	16	0	9.78
350.04	12/17/13	12	17	1	9.78
350.08	12/17/13	12	17	2	9.78
350.12	12/17/13	12	17	3	9.77
350.17	12/17/13	12	17	4	9.77
350.21	12/17/13	12	17	5	9.77
350.25	12/17/13	12	17	6	9.76
350.29	12/17/13	12	17	7	9.76
350.33	12/17/13	12	17	8	9.76
350.37	12/17/13	12	17	9	9.76
350.42	12/17/13	12	17	10	9.75
350.46	12/17/13	12	17	11	9.75
350.5	12/17/13	12	17	12	9.75
350.54	12/17/13	12	17	13	9.74
350.58	12/17/13	12	17	14	9.74
350.62	12/17/13	12	17	15	9.74
350.67	12/17/13	12	17	16	9.73
350.71	12/17/13	12	17	17	9.73
350.75	12/17/13	12	17	18	9.73
350.79	12/17/13	12	17	19	9.72
350.83	12/17/13	12	17	20	9.72
350.87	12/17/13	12	17	21	9.72
350.92	12/17/13	12	17	22	9.71
350.96	12/17/13	12	17	23	9.71
351	12/17/13	12	17	0	9.71
351.04	12/18/13	12	18	1	9.7
351.08	12/18/13	12	18	2	9.7
351.12	12/18/13	12	18	3	9.7
351.17	12/18/13	12	18	4	9.69
351.21	12/18/13	12	18	5	9.69
351.25	12/18/13	12	18	6	9.69
351.29	12/18/13	12	18	7	9.68
351.33	12/18/13	12	18	8	9.68
351.37	12/18/13	12	18	9	9.68
351.42	12/18/13	12	18	10	9.67
351.46	12/18/13	12	18	11	9.67
351.5	12/18/13	12	18	12	9.67
351.54	12/18/13	12	18	13	9.66
351.58	12/18/13	12	18	14	9.66
351.62	12/18/13	12	18	15	9.66
351.67	12/18/13	12	18	16	9.65
351.71	12/18/13	12	18	17	9.65
351.75	12/18/13	12	18	18	9.65
351.79	12/18/13	12	18	19	9.64
351.83	12/18/13	12	18	20	9.64
351.87	12/18/13	12	18	21	9.64
351.92	12/18/13	12	18	22	9.63
351.96	12/18/13	12	18	23	9.63
352	12/18/13	12	18	0	9.63
352.04	12/19/13	12	19	1	9.62
352.08	12/19/13	12	19	2	9.62
352.12	12/19/13	12	19	3	9.62
352.17	12/19/13	12	19	4	9.61
352.21	12/19/13	12	19	5	9.61
352.25	12/19/13	12	19	6	9.61
352.29	12/19/13	12	19	7	9.6
352.33	12/19/13	12	19	8	9.6
352.37	12/19/13	12	19	9	9.6
352.42	12/19/13	12	19	10	9.6
352.46	12/19/13	12	19	11	9.59
352.5	12/19/13	12	19	12	9.59
352.54	12/19/13	12	19	13	9.59
352.58	12/19/13	12	19	14	9.58
352.62	12/19/13	12	19	15	9.58
352.67	12/19/13	12	19	16	9.58
352.71	12/19/13	12	19	17	9.57
352.75	12/19/13	12	19	18	9.57
352.79	12/19/13	12	19	19	9.57
352.83	12/19/13	12	19	20	9.56
352.87	12/19/13	12	19	21	9.56
352.92	12/19/13	12	19	22	9.56
352.96	12/19/13	12	19	23	9.55
353	12/19/13	12	19	0	9.55
353.04	12/20/13	12	20	1	9.55
353.08	12/20/13	12	20	2	9.54
353.12	12/20/13	12	20	3	9.54
353.17	12/20/13	12	20	4	9.54
353.21	12/20/13	12	20	5	9.53
353.25	12/20/13	12	20	6	9.53
353.29	12/20/13	12	20	7	9.53
353.33	12/20/13	12	20	8	9.52
353.37	12/20/13	12	20	9	9.52
353.42	12/20/13	12	20	10	9.52
353.46	12/20/13	12	20	11	9.51
353.5	12/20/13	12	20	12	9.51
353.54	12/20/13	12	20	13	9.51
353.58	12/20/13	12	20	14	9.5
353.62	12/20/13	12	20	15	9.5
353.67	12/20/13	12	20	16	9.5
353.71	12/20/13	12	20	17	9.49
353.75	12/20/13	12	20	18	9.49
353.79	12/20/13	12	20	19	9.49
353.83	12/20/13	12	20	20	9.48
353.87	12/20/13	12	20	21	9.48
353.92	12/20/13	12	20	22	9.48
353.96	12/20/13	12	20	23	9.47
354	12/20/13	12	20	0	9.47
354.04	12/21/13	12	21	1	9.47
354.08	12/21/13	12	21	2	9.46
354.12	12/21/13	12	21	3	9.46
354.17	12/21/13	12	21	4	9.46
354.21	12/21/13	12	21	5	9.45
354.25	12/21/13	12	21	6	9.45
354.29	12/21/13	12	21	7	9.45
354.33	12/21/13	12	21	8	9.44
354.37	12/21/13	12	21	9	9.44
354.42	12/21/13	12	21	10	9.44
354.46	12/21/13	12	21	11	9.44
354.5	12/21/13	12	21	12	9.43
354.54	12/21/13	12	21	13	9.43
354.58	12/21/13	12	21	14	9.43
354.62	12/21/13	12	21	15	9.42
354.67	12/21/13	12	21	16	9.42
354.71	12/21/13	12	21	17	9.42
354.75	12/21/13	12	21	18	9.41
354.79	12/21/13	12	21	19	9.41
354.83	12/21/13	12	21	20	9.41
354.87	12/21/13	12	21	21	9.4
354.92	12/21/13	12	21	22	9.4
354.96	12/21/13	12	21	23	9.4
355	12/21/13	12	21	0	9.39
355.04	12/22/13	12	22	1	9.39
355.08	12/22/13	12	22	2	9.39
355.12	12/22/13	12	22	3	9.38
355.17	12/22/13	12	22	4	9.38
355.21	12/22/13	12	22	5	9.38
355.25	12/22/13	12	22	6	9.37
355.29	12/22/13	12	22	7	9.37
355.33	12/22/13	12	22	8	9.37
355.37	12/22/13	12	22	9	9.36
355.42	12/22/13	12	22	10	9.36
355.46	12/22/13	12	22	11	9.36
355.5	12/22/13	12	22	12	9.35
355.54	12/22/13	12	22	13	9.35
355.58	12/22/13	12	22	14	9.35
355.62	12/22/13	12	22	15	9.34
355.67	12/22/13	12	22	16	9.34
355.71	12/22/13	12	22	17	9.34
355.75	12/22/13	12	22	18	9.33
355.79	12/22/13	12	22	19	9.33
355.83	12/22/13	12	22	20	9.33
355.87	12/22/13	12	22	21	9.32
355.92	12/22/13	12	22	22	9.32
355.96	12/22/13	12	22	23	9.32
356	12/22/13	12	22	0	9.31
356.04	12/23/13	12	23	1	9.31
356.08	12/23/13	12	23	2	9.31
356.12	12/23/13	12	23	3	9.3
356.17	12/23/13	12	23	4	9.3
356.21	12/23/13	12	23	5	9.3
356.25	12/23/13	12	23	6	9.29
356.29	12/23/13	12	23	7	9.29
356.33	12/23/13	12	23	8	9.29
356.37	12/23/13	12	23	9	9.28
356.42	12/23/13	12	23	10	9.28
356.46	12/23/13	12	23	11	9.28
356.5	12/23/13	12	23	12	9.27
356.54	12/23/13	12	23	13	9.27
356.58	12/23/13	12	23	14	9.27
356.62	12/23/13	12	23	15	9.27
356.67	12/23/13	12	23	16	9.26
356.71	12/23/13	12	23	17	9.26
356.75	12/23/13	12	23	18	9.26
356.79	12/23/13	12	23	19	9.25
356.83	12/23/13	12	23	20	9.25
356.87	12/23/13	12	23	21	9.25
356.92	12/23/13	12	23	22	9.24
356.96	12/23/13	12	23	23	9.24
357	12/23/13	12	23	0	9.24
357.04	12/24/13	12	24	1	9.23
357.08	12/24/13	12	24	2	9.23
357.12	12/24/13	12	24	3	9.23
357.17	12/24/13	12	24	4	9.22
357.21	12/24/13	12	24	5	9.22
357.25	12/24/13	12	24	6	9.22
357.29	12/24/13	12	24	7	9.21
357.33	12/24/13	12	24	8	9.21
357.37	12/24/13	12	24	9	9.21
357.42	12/24/13	12	24	10	9.2
357.46	12/24/13	12	24	11	9.2
357.5	12/24/13	12	24	12	9.2
357.54	12/24/13	12	24	13	9.19
357.58	12/24/13	12	24	14	9.19
357.62	12/24/13	12	24	15	9.19
357.67	12/24/13	12	24	16	9.18
357.71	12/24/13	12	24	17	9.18
357.75	12/24/13	12	24	18	9.18
357.79	12/24/13	12	24	19	9.17
357.83	12/24/13	12	24	20	9.17
357.87	12/24/13	12	24	21	9.17
357.92	12/24/13	12	24	22	9.16
357.96	12/24/13	12	24	23	9.16
358	12/24/13	12	24	0	9.16
358.04	12/25/13	12	25	1	9.15
358.08	12/25/13	12	25	2	9.15
358.12	12/25/13	12	25	3	9.15
358.17	12/25/13	12	25	4	9.14
358.21	12/25/13	12	25	5	9.14
358.25	12/25/13	12	25	6	9.14
358.29	12/25/13	12	25	7	9.13
358.33	12/25/13	12	25	8	9.13
358.37	12/25/13	12	25	9	9.13
358.42	12/25/13	12	25	10	9.12
358.46	12/25/13	12	25	11	9.12
358.5	12/25/13	12	25	12	9.12
358.54	12/25/13	12	25	13	9.11
358.58	12/25/13	12	25	14	9.11
358.62	12/25/13	12	25	15	9.11
358.67	12/25/13	12	25	16	9.1
358.71	12/25/13	12	25	17	9.1
358.75	12/25/13	12	25	18	9.1
358.79	12/25/13	12	25	19	9.09
358.83	12/25/13	12	25	20	9.09
358.87	12/25/13	12	25	21	9.09
358.92	12/25/13	12	25	22	9.09
358.96	12/25/13	12	25	23	9.08
359	12/25/13	12	25	0	9.08
359.04	12/26/13	12	26	1	9.08
359.08	12/26/13	12	26	2	9.07
359.12	12/26/13	12	26	3	9.07
359.17	12/26/13	12	26	4	9.07
359.21	12/26/13	12	26	5	9.06
359.25	12/26/13	12	26	6	9.06
359.29	12/26/13	12	26	7	9.06
359.33	12/26/13	12	26	8	9.05
359.37	12/26/13	12	26	9	9.05
359.42	12/26/13	12	26	10	9.05
359.46	12/26/13	12	26	11	9.04
359.5	12/26/13	12	26	12	9.04
359.54	12/26/13	12	26	13	9.04
359.58	12/26/13	12	26	14	9.03
359.62	12/26/13	12	26	15	9.03
359.67	12/26/13	12	26	16	9.03
359.71	12/26/13	12	26	17	9.02
359.75	12/26/13	12	26	18	9.02
359.79	12/26/13	12	26	19	9.02
359.83	12/26/13	12	26	20	9.01
359.87	12/26/13	12	26	21	9.01
359.92	12/26/13	12	26	22	9.01
359.96	12/26/13	12	26	23	9
360	12/26/13	12	26	0	9
360.04	12/27/13	12	27	1	9
360.08	12/27/13	12	27	2	8.99
360.12	12/27/13	12	27	3	8.99
360.17	12/27/13	12	27	4	8.99
360.21	12/27/13	12	27	5	8.98
360.25	12/27/13	12	27	6	8.98
360.29	12/27/13	12	27	7	8.98
360.33	12/27/13	12	27	8	8.97
360.37	12/27/13	12	27	9	8.97
360.42	12/27/13	12	27	10	8.97
360.46	12/27/13	12	27	11	8.96
360.5	12/27/13	12	27	12	8.96
360.54	12/27/13	12	27	13	8.96
360.58	12/27/13	12	27	14	8.95
360.62	12/27/13	12	27	15	8.95
360.67	12/27/13	12	27	16	8.95
360.71	12/27/13	12	27	17	8.94
360.75	12/27/13	12	27	18	8.94
360.79	12/27/13	12	27	19	8.94
360.83	12/27/13	12	27	20	8.93
360.87	12/27/13	12	27	21	8.93
360.92	12/27/13	12	27	22	8.93
360.96	12/27/13	12	27	23	8.92
361	12/27/13	12	27	0	8.92
361.04	12/28/13	12	28	1	8.92
361.08	12/28/13	12	28	2	8.91
361.12	12/28/13	12	28	3	8.91
361.17	12/28/13	12	28	4	8.91
361.21	12/28/13	12	28	5	8.91
361.25	12/28/13	12	28	6	8.9
361.29	12/28/13	12	28	7	8.9
361.33	12/28/13	12	28	8	8.9
361.37	12/28/13	12	28	9	8.89
361.42	12/28/13	12	28	10	8.89
361.46	12/28/13	12	28	11	8.89
361.5	12/28/13	12	28	12	8.88
361.54	12/28/13	12	28	13	8.88
361.58	12/28/13	12	28	14	8.88
361.62	12/28/13	12	28	15	8.87
361.67	12/28/13	12	28	16	8.87
361.71	12/28/13	12	28	17	8.87
361.75	12/28/13	12	28	18	8.86
361.79	12/28/13	12	28	19	8.86
361.83	12/28/13	12	28	20	8.86
361.87	12/28/13	12	28	21	8.85
361.92	12/28/13	12	28	22	8.85
361.96	12/28/13	12	28	23	8.85
362	12/28/13	12	28	0	8.84
362.04	12/29/13	12	29	1	8.84
362.08	12/29/13	12	29	2	8.84
362.12	12/29/13	12	29	3	8.83
362.17	12/29/13	12	29	4	8.83
362.21	12/29/13	12	29	5	8.83
362.25	12/29/13	12	29	6	8.82
362.29	12/29/13	12	29	7	8.82
362.33	12/29/13	12	29	8	8.82
362.37	12/29/13	12	29	9	8.81
362.42	12/29/13	12	29	10	8.81
362.46	12/29/13	12	29	11	8.81
362.5	12/29/13	12	29	12	8.8
362.54	12/29/13	12	29	13	8.8
362.58	12/29/13	12	29	14	8.8
362.62	12/29/13	12	29	15	8.79
362.67	12/29/13	12	29	16	8.79
362.71	12/29/13	12	29	17	8.79
362.75	12/29/13	12	29	18	8.78
362.79	12/29/13	12	29	19	8.78
362.83	12/29/13	12	29	20	8.78
362.87	12/29/13	12	29	21	8.77
362.92	12/29/13	12	29	22	8.77
362.96	12/29/13	12	29	23	8.77
363	12/29/13	12	29	0	8.76
363.04	12/30/13	12	30	1	8.76
363.08	12/30/13	12	30	2	8.76
363.12	12/30/13	12	30	3	8.75
363.17	12/30/13	12	30	4	8.75
363.21	12/30/13	12	30	5	8.75
363.25	12/30/13	12	30	6	8.74
363.29	12/30/13	12	30	7	8.74
363.33	12/30/13	12	30	8	8.74
363.37	12/30/13	12	30	9	8.74
363.42	12/30/13	12	30	10	8.73
363.46	12/30/13	12	30	11	8.73
363.5	12/30/13	12	30	12	8.73
363.54	12/30/13	12	30	13	8.72
363.58	12/30/13	12	30	14	8.72
363.62	12/30/13	12	30	15	8.72
363.67	12/30/13	12	30	16	8.71
363.71	12/30/13	12	30	17	8.71
363.75	12/30/13	12	30	18	8.71
363.79	12/30/13	12	30	19	8.7
363.83	12/30/13	12	30	20	8.7
363.87	12/30/13	12	30	21	8.7
363.92	12/30/13	12	30	22	8.69
363.96	12/30/13	12	30	23	8.69
364	12/30/13	12	30	0	8.69
364.04	12/31/13	12	31	1	8.68
364.08	12/31/13	12	31	2	8.68
364.12	12/31/13	12	31	3	8.68
364.17	12/31/13	12	31	4	8.67
364.21	12/31/13	12	31	5	8.67
364.25	12/31/13	12	31	6	8.67
364.29	12/31/13	12	31	7	8.66
364.33	12/31/13	12	31	8	8.66
364.37	12/31/13	12	31	9	8.66
364.42	12/31/13	12	31	10	8.65
364.46	12/31/13	12	31	11	8.65
364.5	12/31/13	12	31	12	8.65
364.54	12/31/13	12	31	13	8.64
364.58	12/31/13	12	31	14	8.64
364.62	12/31/13	12	31	15	8.64
364.67	12/31/13	12	31	16	8.63
364.71	12/31/13	12	31	17	8.63
364.75	12/31/13	12	31	18	8.63
364.79	12/31/13	12	31	19	8.62
364.83	12/31/13	12	31	20	8.62
364.87	12/31/13	12	31	21	8.62
364.92	12/31/13	12	31	22	8.61
364.96	12/31/13	12	31	23	8.61
365	12/31/13	12	31	0	8.61
365.04	12/31/08	12	31	1	8.6
365.08	12/31/08	12	31	2	8.6
365.12	12/31/08	12	31	3	8.6
365.17	12/31/08	12	31	4	8.59
365.21	12/31/08	12	31	5	8.59
365.25	12/31/08	12	31	6	8.59
365.29	12/31/08	12	31	7	8.58
365.33	12/31/08	12	31	8	8.58
365.37	12/31/08	12	31	9	8.58
365.42	12/31/08	12	31	10	8.57
365.46	12/31/08	12	31	11	8.57
365.5	12/31/08	12	31	12	8.57
365.54	12/31/08	12	31	13	8.56
365.58	12/31/08	12	31	14	8.56
365.62	12/31/08	12	31	15	8.56
365.67	12/31/08	12	31	16	8.56
365.71	12/31/08	12	31	17	8.55
365.75	12/31/08	12	31	18	8.55
365.79	12/31/08	12	31	19	8.55
365.83	12/31/08	12	31	20	8.54
365.87	12/31/08	12	31	21	8.54
365.92	12/31/08	12	31	22	8.54
365.96	12/31/08	12	31	23	8.53
0	1/1/13	1	1	0	9
0.04	1/1/13	1	1	1	9
0.08	1/1/13	1	1	2	9.01
0.12	1/1/13	1	1	3	9.01
0.17	1/1/13	1	1	4	9.01
0.21	1/1/13	1	1	5	9.02
0.25	1/1/13	1	1	6	9.02
0.29	1/1/13	1	1	7	9.02
0.33	1/1/13	1	1	8	9.03
0.37	1/1/13	1	1	9	9.03
0.42	1/1/13	1	1	10	9.03
0.46	1/1/13	1	1	11	9.04
0.5	1/1/13	1	1	12	9.04
0.54	1/1/13	1	1	13	9.04
0.58	1/1/13	1	1	14	9.05
0.62	1/1/13	1	1	15	9.05
0.67	1/1/13	1	1	16	9.05
0.71	1/1/13	1	1	17	9.06
0.75	1/1/13	1	1	18	9.06
0.79	1/1/13	1	1	19	9.06
0.83	1/1/13	1	1	20	9.07
0.87	1/1/13	1	1	21	9.07
0.92	1/1/13	1	1	22	9.07
0.96	1/1/13	1	1	23	9.08
1	1/2/13	1	2	0	9.08
1.04	1/2/13	1	2	1	9.08
1.08	1/2/13	1	2	2	9.09
1.12	1/2/13	1	2	3	9.09
1.17	1/2/13	1	2	4	9.09
1.21	1/2/13	1	2	5	9.09
1.25	1/2/13	1	2	6	9.1
1.29	1/2/13	1	2	7	9.1
1.33	1/2/13	1	2	8	9.1
1.37	1/2/13	1	2	9	9.11
1.42	1/2/13	1	2	10	9.11
1.46	1/2/13	1	2	11	9.11
1.5	1/2/13	1	2	12	9.12
1.54	1/2/13	1	2	13	9.12
1.58	1/2/13	1	2	14	9.12
1.62	1/2/13	1	2	15	9.13
1.67	1/2/13	1	2	16	9.13
1.71	1/2/13	1	2	17	9.13
1.75	1/2/13	1	2	18	9.14
1.79	1/2/13	1	2	19	9.14
1.83	1/2/13	1	2	20	9.14
1.87	1/2/13	1	2	21	9.15
1.92	1/2/13	1	2	22	9.15
1.96	1/2/13	1	2	23	9.15
2	1/3/13	1	3	0	9.16
2.04	1/3/13	1	3	1	9.16
2.08	1/3/13	1	3	2	9.16
2.12	1/3/13	1	3	3	9.17
2.17	1/3/13	1	3	4	9.17
2.21	1/3/13	1	3	5	9.17
2.25	1/3/13	1	3	6	9.18
2.29	1/3/13	1	3	7	9.18
2.33	1/3/13	1	3	8	9.18
2.37	1/3/13	1	3	9	9.19
2.42	1/3/13	1	3	10	9.19
2.46	1/3/13	1	3	11	9.19
2.5	1/3/13	1	3	12	9.2
2.54	1/3/13	1	3	13	9.2
2.58	1/3/13	1	3	14	9.2
2.62	1/3/13	1	3	15	9.21
2.67	1/3/13	1	3	16	9.21
2.71	1/3/13	1	3	17	9.21
2.75	1/3/13	1	3	18	9.22
2.79	1/3/13	1	3	19	9.22
2.83	1/3/13	1	3	20	9.22
2.87	1/3/13	1	3	21	9.23
2.92	1/3/13	1	3	22	9.23
2.96	1/3/13	1	3	23	9.23
3	1/4/13	1	4	0	9.24
3.04	1/4/13	1	4	1	9.24
3.08	1/4/13	1	4	2	9.24
3.12	1/4/13	1	4	3	9.25
3.17	1/4/13	1	4	4	9.25
3.21	1/4/13	1	4	5	9.25
3.25	1/4/13	1	4	6	9.26
3.29	1/4/13	1	4	7	9.26
3.33	1/4/13	1	4	8	9.26
3.37	1/4/13	1	4	9	9.27
3.42	1/4/13	1	4	10	9.27
3.46	1/4/13	1	4	11	9.27
3.5	1/4/13	1	4	12	9.27
3.54	1/4/13	1	4	13	9.28
3.58	1/4/13	1	4	14	9.28
3.62	1/4/13	1	4	15	9.28
3.67	1/4/13	1	4	16	9.29
3.71	1/4/13	1	4	17	9.29
3.75	1/4/13	1	4	18	9.29
3.79	1/4/13	1	4	19	9.3
3.83	1/4/13	1	4	20	9.3
3.87	1/4/13	1	4	21	9.3
3.92	1/4/13	1	4	22	9.31
3.96	1/4/13	1	4	23	9.31
4	1/5/13	1	5	0	9.31
4.04	1/5/13	1	5	1	9.32
4.08	1/5/13	1	5	2	9.32
4.12	1/5/13	1	5	3	9.32
4.17	1/5/13	1	5	4	9.33
4.21	1/5/13	1	5	5	9.33
4.25	1/5/13	1	5	6	9.33
4.29	1/5/13	1	5	7	9.34
4.33	1/5/13	1	5	8	9.34
4.37	1/5/13	1	5	9	9.34
4.42	1/5/13	1	5	10	9.35
4.46	1/5/13	1	5	11	9.35
4.5	1/5/13	1	5	12	9.35
4.54	1/5/13	1	5	13	9.36
4.58	1/5/13	1	5	14	9.36
4.62	1/5/13	1	5	15	9.36
4.67	1/5/13	1	5	16	9.37
4.71	1/5/13	1	5	17	9.37
4.75	1/5/13	1	5	18	9.37
4.79	1/5/13	1	5	19	9.38
4.83	1/5/13	1	5	20	9.38
4.87	1/5/13	1	5	21	9.38
4.92	1/5/13	1	5	22	9.39
4.96	1/5/13	1	5	23	9.39
5	1/6/13	1	6	0	9.39
5.04	1/6/13	1	6	1	9.4
5.08	1/6/13	1	6	2	9.4
5.12	1/6/13	1	6	3	9.4
5.17	1/6/13	1	6	4	9.41
5.21	1/6/13	1	6	5	9.41
5.25	1/6/13	1	6	6	9.41
5.29	1/6/13	1	6	7	9.42
5.33	1/6/13	1	6	8	9.42
5.37	1/6/13	1	6	9	9.42
5.42	1/6/13	1	6	10	9.43
5.46	1/6/13	1	6	11	9.43
5.5	1/6/13	1	6	12	9.43
5.54	1/6/13	1	6	13	9.44
5.58	1/6/13	1	6	14	9.44
5.62	1/6/13	1	6	15	9.44
5.67	1/6/13	1	6	16	9.44
5.71	1/6/13	1	6	17	9.45
5.75	1/6/13	1	6	18	9.45
5.79	1/6/13	1	6	19	9.45
5.83	1/6/13	1	6	20	9.46
5.87	1/6/13	1	6	21	9.46
5.92	1/6/13	1	6	22	9.46
5.96	1/6/13	1	6	23	9.47
6	1/7/13	1	7	0	9.47
6.04	1/7/13	1	7	1	9.47
6.08	1/7/13	1	7	2	9.48
6.12	1/7/13	1	7	3	9.48
6.17	1/7/13	1	7	4	9.48
6.21	1/7/13	1	7	5	9.49
6.25	1/7/13	1	7	6	9.49
6.29	1/7/13	1	7	7	9.49
6.33	1/7/13	1	7	8	9.5
6.37	1/7/13	1	7	9	9.5
6.42	1/7/13	1	7	10	9.5
6.46	1/7/13	1	7	11	9.51
6.5	1/7/13	1	7	12	9.51
6.54	1/7/13	1	7	13	9.51
6.58	1/7/13	1	7	14	9.52
6.62	1/7/13	1	7	15	9.52
6.67	1/7/13	1	7	16	9.52
6.71	1/7/13	1	7	17	9.53
6.75	1/7/13	1	7	18	9.53
6.79	1/7/13	1	7	19	9.53
6.83	1/7/13	1	7	20	9.54
6.87	1/7/13	1	7	21	9.54
6.92	1/7/13	1	7	22	9.54
6.96	1/7/13	1	7	23	9.55
7	1/8/13	1	8	0	9.55
7.04	1/8/13	1	8	1	9.55
7.08	1/8/13	1	8	2	9.56
7.12	1/8/13	1	8	3	9.56
7.17	1/8/13	1	8	4	9.56
7.21	1/8/13	1	8	5	9.57
7.25	1/8/13	1	8	6	9.57
7.29	1/8/13	1	8	7	9.57
7.33	1/8/13	1	8	8	9.58
7.37	1/8/13	1	8	9	9.58
7.42	1/8/13	1	8	10	9.58
7.46	1/8/13	1	8	11	9.59
7.5	1/8/13	1	8	12	9.59
7.54	1/8/13	1	8	13	9.59
7.58	1/8/13	1	8	14	9.6
7.62	1/8/13	1	8	15	9.6
7.67	1/8/13	1	8	16	9.6
7.71	1/8/13	1	8	17	9.6
7.75	1/8/13	1	8	18	9.61
7.79	1/8/13	1	8	19	9.61
7.83	1/8/13	1	8	20	9.61
7.87	1/8/13	1	8	21	9.62
7.92	1/8/13	1	8	22	9.62
7.96	1/8/13	1	8	23	9.62
8	1/9/13	1	9	0	9.63
8.04	1/9/13	1	9	1	9.63
8.08	1/9/13	1	9	2	9.63
8.12	1/9/13	1	9	3	9.64
8.17	1/9/13	1	9	4	9.64
8.21	1/9/13	1	9	5	9.64
8.25	1/9/13	1	9	6	9.65
8.29	1/9/13	1	9	7	9.65
8.33	1/9/13	1	9	8	9.65
8.37	1/9/13	1	9	9	9.66
8.42	1/9/13	1	9	10	9.66
8.46	1/9/13	1	9	11	9.66
8.5	1/9/13	1	9	12	9.67
8.54	1/9/13	1	9	13	9.67
8.58	1/9/13	1	9	14	9.67
8.62	1/9/13	1	9	15	9.68
8.67	1/9/13	1	9	16	9.68
8.71	1/9/13	1	9	17	9.68
8.75	1/9/13	1	9	18	9.69
8.79	1/9/13	1	9	19	9.69
8.83	1/9/13	1	9	20	9.69
8.87	1/9/13	1	9	21	9.7
8.92	1/9/13	1	9	22	9.7
8.96	1/9/13	1	9	23	9.7
9	1/10/13	1	10	0	9.71
9.04	1/10/13	1	10	1	9.71
9.08	1/10/13	1	10	2	9.71
9.12	1/10/13	1	10	3	9.72
9.17	1/10/13	1	10	4	9.72
9.21	1/10/13	1	10	5	9.72
9.25	1/10/13	1	10	6	9.73
9.29	1/10/13	1	10	7	9.73
9.33	1/10/13	1	10	8	9.73
9.37	1/10/13	1	10	9	9.74
9.42	1/10/13	1	10	10	9.74
9.46	1/10/13	1	10	11	9.74
9.5	1/10/13	1	10	12	9.75
9.54	1/10/13	1	10	13	9.75
9.58	1/10/13	1	10	14	9.75
9.62	1/10/13	1	10	15	9.76
9.67	1/10/13	1	10	16	9.76
9.71	1/10/13	1	10	17	9.76
9.75	1/10/13	1	10	18	9.76
9.79	1/10/13	1	10	19	9.77
9.83	1/10/13	1	10	20	9.77
9.87	1/10/13	1	10	21	9.77
9.92	1/10/13	1	10	22	9.78
9.96	1/10/13	1	10	23	9.78
10	1/11/13	1	11	0	9.78
10.04	1/11/13	1	11	1	9.79
10.08	1/11/13	1	11	2	9.79
10.12	1/11/13	1	11	3	9.79
10.17	1/11/13	1	11	4	9.8
10.21	1/11/13	1	11	5	9.8
10.25	1/11/13	1	11	6	9.8
10.29	1/11/13	1	11	7	9.81
10.33	1/11/13	1	11	8	9.81
10.37	1/11/13	1	11	9	9.81
10.42	1/11/13	1	11	10	9.82
10.46	1/11/13	1	11	11	9.82
10.5	1/11/13	1	11	12	9.82
10.54	1/11/13	1	11	13	9.83
10.58	1/11/13	1	11	14	9.83
10.62	1/11/13	1	11	15	9.83
10.67	1/11/13	1	11	16	9.84
10.71	1/11/13	1	11	17	9.84
10.75	1/11/13	1	11	18	9.84
10.79	1/11/13	1	11	19	9.85
10.83	1/11/13	1	11	20	9.85
10.87	1/11/13	1	11	21	9.85
10.92	1/11/13	1	11	22	9.86
10.96	1/11/13	1	11	23	9.86
11	1/12/13	1	12	0	9.86
11.04	1/12/13	1	12	1	9.87
11.08	1/12/13	1	12	2	9.87
11.12	1/12/13	1	12	3	9.87
11.17	1/12/13	1	12	4	9.88
11.21	1/12/13	1	12	5	9.88
11.25	1/12/13	1	12	6	9.88
11.29	1/12/13	1	12	7	9.89
11.33	1/12/13	1	12	8	9.89
11.37	1/12/13	1	12	9	9.89
11.42	1/12/13	1	12	10	9.9
11.46	1/12/13	1	12	11	9.9
11.5	1/12/13	1	12	12	9.9
11.54	1/12/13	1	12	13	9.9
11.58	1/12/13	1	12	14	9.91
11.62	1/12/13	1	12	15	9.91
11.67	1/12/13	1	12	16	9.91
11.71	1/12/13	1	12	17	9.92
11.75	1/12/13	1	12	18	9.92
11.79	1/12/13	1	12	19	9.92
11.83	1/12/13	1	12	20	9.93
11.87	1/12/13	1	12	21	9.93
11.92	1/12/13	1	12	22	9.93
11.96	1/12/13	1	12	23	9.94
12	1/13/13	1	13	0	9.94
12.04	1/13/13	1	13	1	9.94
12.08	1/13/13	1	13	2	9.95
12.12	1/13/13	1	13	3	9.95
12.17	1/13/13	1	13	4	9.95
12.21	1/13/13	1	13	5	9.96
12.25	1/13/13	1	13	6	9.96
12.29	1/13/13	1	13	7	9.96
12.33	1/13/13	1	13	8	9.97
12.37	1/13/13	1	13	9	9.97
12.42	1/13/13	1	13	10	9.97
