Date	Date (UTC)	Month	Day	Hour (UTC)	food
282.46	10/10/13	10	10	11	0.140945069
282.5	10/10/13	10	10	12	0.177107806
282.54	10/10/13	10	10	13	0.217366565
282.58	10/10/13	10	10	14	0.261709416
282.62	10/10/13	10	10	15	0.310123219
282.67	10/10/13	10	10	16	0.362593628
282.71	10/10/13	10	10	17	0.419105094
282.75	10/10/13	10	10	18	0.479640873
282.79	10/10/13	10	10	19	0.544183026
282.83	10/10/13	10	10	20	0.612712428
282.87	10/10/13	10	10	21	0.685208772
282.92	10/10/13	10	10	22	0.761650576
282.96	10/10/13	10	10	23	0.842015189
283	10/11/13	10	11	0	0.926278796
283.04	10/11/13	10	11	1	1.01441643
283.08	10/11/13	10	11	2	1.106401972
283.12	10/11/13	10	11	3	1.202208165
283.17	10/11/13	10	11	4	1.301806621
283.21	10/11/13	10	11	5	1.405167825
283.25	10/11/13	10	11	6	1.51226115
283.29	10/11/13	10	11	7	1.623054861
283.33	10/11/13	10	11	8	1.737516128
283.37	10/11/13	10	11	9	1.855611034
283.42	10/11/13	10	11	10	1.977304584
283.46	10/11/13	10	11	11	2.102560719
283.5	10/11/13	10	11	12	2.231342321
283.54	10/11/13	10	11	13	2.363611231
283.58	10/11/13	10	11	14	2.499328254
283.62	10/11/13	10	11	15	2.638453174
283.67	10/11/13	10	11	16	2.780944766
283.71	10/11/13	10	11	17	2.926760805
283.75	10/11/13	10	11	18	3.075858085
283.79	10/11/13	10	11	19	3.228192424
283.83	10/11/13	10	11	20	3.383718681
283.87	10/11/13	10	11	21	3.542390772
283.92	10/11/13	10	11	22	3.704161679
283.96	10/11/13	10	11	23	3.868983464
284	10/12/13	10	12	0	4.036807288
284.04	10/12/13	10	12	1	4.207583421
284.08	10/12/13	10	12	2	4.381261259
284.12	10/12/13	10	12	3	4.557789336
284.17	10/12/13	10	12	4	4.737115345
284.21	10/12/13	10	12	5	4.919186146
284.25	10/12/13	10	12	6	5.103947788
284.29	10/12/13	10	12	7	5.291345522
284.33	10/12/13	10	12	8	5.481323818
284.37	10/12/13	10	12	9	5.673826383
284.42	10/12/13	10	12	10	5.868796172
284.46	10/12/13	10	12	11	6.066175412
284.5	10/12/13	10	12	12	6.265905616
284.54	10/12/13	10	12	13	6.467927598
284.58	10/12/13	10	12	14	6.672181497
284.62	10/12/13	10	12	15	6.878606786
284.67	10/12/13	10	12	16	7.087142298
284.71	10/12/13	10	12	17	7.297726238
284.75	10/12/13	10	12	18	7.510296207
284.79	10/12/13	10	12	19	7.724789216
284.83	10/12/13	10	12	20	7.941141704
284.87	10/12/13	10	12	21	8.159289563
284.92	10/12/13	10	12	22	8.379168151
284.96	10/12/13	10	12	23	8.600712313
285	10/13/13	10	13	0	8.8238564
285.04	10/13/13	10	13	1	9.04853429
285.08	10/13/13	10	13	2	9.274679406
285.12	10/13/13	10	13	3	9.502224736
285.17	10/13/13	10	13	4	9.731102855
285.21	10/13/13	10	13	5	9.96124594
285.25	10/13/13	10	13	6	10.19258579
285.29	10/13/13	10	13	7	10.42505387
285.33	10/13/13	10	13	8	10.65858128
285.37	10/13/13	10	13	9	10.89309882
285.42	10/13/13	10	13	10	11.128537
285.46	10/13/13	10	13	11	11.36482606
285.5	10/13/13	10	13	12	11.60189598
285.54	10/13/13	10	13	13	11.83967651
285.58	10/13/13	10	13	14	12.07809719
285.62	10/13/13	10	13	15	12.31708737
285.67	10/13/13	10	13	16	12.55657624
285.71	10/13/13	10	13	17	12.79649282
285.75	10/13/13	10	13	18	13.03676602
285.79	10/13/13	10	13	19	13.27732466
285.83	10/13/13	10	13	20	13.51809744
285.87	10/13/13	10	13	21	13.75901301
285.92	10/13/13	10	13	22	14
285.96	10/13/13	10	13	23	14.24098699
286	10/14/13	10	14	0	14.48190256
286.04	10/14/13	10	14	1	14.72267534
286.08	10/14/13	10	14	2	14.96323398
286.12	10/14/13	10	14	3	15.20350718
286.17	10/14/13	10	14	4	15.44342376
286.21	10/14/13	10	14	5	15.68291263
286.25	10/14/13	10	14	6	15.92190281
286.29	10/14/13	10	14	7	16.16032349
286.33	10/14/13	10	14	8	16.39810402
286.37	10/14/13	10	14	9	16.63517394
286.42	10/14/13	10	14	10	16.871463
286.46	10/14/13	10	14	11	17.10690118
286.5	10/14/13	10	14	12	17.34141872
286.54	10/14/13	10	14	13	17.57494613
286.58	10/14/13	10	14	14	17.80741421
286.62	10/14/13	10	14	15	18.03875406
286.67	10/14/13	10	14	16	18.26889715
286.71	10/14/13	10	14	17	18.49777526
286.75	10/14/13	10	14	18	18.72532059
286.79	10/14/13	10	14	19	18.95146571
286.83	10/14/13	10	14	20	19.1761436
286.87	10/14/13	10	14	21	19.39928769
286.92	10/14/13	10	14	22	19.62083185
286.96	10/14/13	10	14	23	19.84071044
287	10/15/13	10	15	0	20.0588583
287.04	10/15/13	10	15	1	20.27521078
287.08	10/15/13	10	15	2	20.48970379
287.12	10/15/13	10	15	3	20.70227376
287.17	10/15/13	10	15	4	20.9128577
287.21	10/15/13	10	15	5	21.12139321
287.25	10/15/13	10	15	6	21.3278185
287.29	10/15/13	10	15	7	21.5320724
287.33	10/15/13	10	15	8	21.73409438
287.37	10/15/13	10	15	9	21.93382459
287.42	10/15/13	10	15	10	22.13120383
287.46	10/15/13	10	15	11	22.32617362
287.5	10/15/13	10	15	12	22.51867618
287.54	10/15/13	10	15	13	22.70865448
287.58	10/15/13	10	15	14	22.89605221
287.62	10/15/13	10	15	15	23.08081385
287.67	10/15/13	10	15	16	23.26288466
287.71	10/15/13	10	15	17	23.44221066
287.75	10/15/13	10	15	18	23.61873874
287.79	10/15/13	10	15	19	23.79241658
287.83	10/15/13	10	15	20	23.96319271
287.87	10/15/13	10	15	21	24.13101654
287.92	10/15/13	10	15	22	24.29583832
287.96	10/15/13	10	15	23	24.45760923
288	10/16/13	10	16	0	24.61628132
288.04	10/16/13	10	16	1	24.77180758
288.08	10/16/13	10	16	2	24.92414191
288.12	10/16/13	10	16	3	25.07323919
288.17	10/16/13	10	16	4	25.21905523
288.21	10/16/13	10	16	5	25.36154683
288.25	10/16/13	10	16	6	25.50067175
288.29	10/16/13	10	16	7	25.63638877
288.33	10/16/13	10	16	8	25.76865768
288.37	10/16/13	10	16	9	25.89743928
288.42	10/16/13	10	16	10	26.02269542
288.46	10/16/13	10	16	11	26.14438897
288.5	10/16/13	10	16	12	26.26248387
288.54	10/16/13	10	16	13	26.37694514
288.58	10/16/13	10	16	14	26.48773885
288.62	10/16/13	10	16	15	26.59483218
288.67	10/16/13	10	16	16	26.69819338
288.71	10/16/13	10	16	17	26.79779183
288.75	10/16/13	10	16	18	26.89359803
288.79	10/16/13	10	16	19	26.98558357
288.83	10/16/13	10	16	20	27.0737212
288.87	10/16/13	10	16	21	27.15798481
288.92	10/16/13	10	16	22	27.23834942
288.96	10/16/13	10	16	23	27.31479123
289	10/17/13	10	17	0	27.38728757
289.04	10/17/13	10	17	1	27.45581697
289.08	10/17/13	10	17	2	27.52035913
289.12	10/17/13	10	17	3	27.58089491
289.17	10/17/13	10	17	4	27.63740637
289.21	10/17/13	10	17	5	27.68987678
289.25	10/17/13	10	17	6	27.73829058
289.29	10/17/13	10	17	7	27.78263343
289.33	10/17/13	10	17	8	27.82289219
289.37	10/17/13	10	17	9	27.85905493
289.42	10/17/13	10	17	10	27.89111093
289.46	10/17/13	10	17	11	27.9190507
289.5	10/17/13	10	17	12	27.94286595
289.54	10/17/13	10	17	13	27.96254962
289.58	10/17/13	10	17	14	27.9780959
289.62	10/17/13	10	17	15	27.98950016
289.67	10/17/13	10	17	16	27.99675903
289.71	10/17/13	10	17	17	27.99987036
289.75	10/17/13	10	17	18	27.99883322
289.79	10/17/13	10	17	19	27.99364793
289.83	10/17/13	10	17	20	27.98431602
289.87	10/17/13	10	17	21	27.97084025
289.92	10/17/13	10	17	22	27.95322462
289.96	10/17/13	10	17	23	27.93147436
290	10/18/13	10	18	0	27.90559589
290.04	10/18/13	10	18	1	27.8755969
290.08	10/18/13	10	18	2	27.84148626
290.12	10/18/13	10	18	3	27.8032741
290.17	10/18/13	10	18	4	27.76097173
290.21	10/18/13	10	18	5	27.71459168
290.25	10/18/13	10	18	6	27.66414771
290.29	10/18/13	10	18	7	27.60965475
290.33	10/18/13	10	18	8	27.55112896
290.37	10/18/13	10	18	9	27.48858768
290.42	10/18/13	10	18	10	27.42204944
290.46	10/18/13	10	18	11	27.35153395
290.5	10/18/13	10	18	12	27.27706212
290.54	10/18/13	10	18	13	27.19865601
290.58	10/18/13	10	18	14	27.11633885
290.62	10/18/13	10	18	15	27.03013503
290.67	10/18/13	10	18	16	26.94007011
290.71	10/18/13	10	18	17	26.84617076
290.75	10/18/13	10	18	18	26.74846482
290.79	10/18/13	10	18	19	26.64698123
290.83	10/18/13	10	18	20	26.54175007
290.87	10/18/13	10	18	21	26.43280252
290.92	10/18/13	10	18	22	26.32017086
290.96	10/18/13	10	18	23	26.20388846
291	10/19/13	10	19	0	26.08398979
291.04	10/19/13	10	19	1	25.96051038
291.08	10/19/13	10	19	2	25.8334868
291.12	10/19/13	10	19	3	25.70295671
291.17	10/19/13	10	19	4	25.56895878
291.21	10/19/13	10	19	5	25.43153272
291.25	10/19/13	10	19	6	25.29071925
291.29	10/19/13	10	19	7	25.14656009
291.33	10/19/13	10	19	8	24.99909797
291.37	10/19/13	10	19	9	24.84837658
291.42	10/19/13	10	19	10	24.69444058
291.46	10/19/13	10	19	11	24.53733559
291.5	10/19/13	10	19	12	24.37710815
291.54	10/19/13	10	19	13	24.21380576
291.58	10/19/13	10	19	14	24.04747679
291.62	10/19/13	10	19	15	23.87817054
291.67	10/19/13	10	19	16	23.70593718
291.71	10/19/13	10	19	17	23.53082773
291.75	10/19/13	10	19	18	23.3528941
291.79	10/19/13	10	19	19	23.172189
291.83	10/19/13	10	19	20	22.98876599
291.87	10/19/13	10	19	21	22.8026794
291.92	10/19/13	10	19	22	22.6139844
291.96	10/19/13	10	19	23	22.42273689
292	10/20/13	10	20	0	22.22899353
292.04	10/20/13	10	20	1	22.03281175
292.08	10/20/13	10	20	2	21.83424967
292.12	10/20/13	10	20	3	21.63336614
292.17	10/20/13	10	20	4	21.43022067
292.21	10/20/13	10	20	5	21.22487347
292.25	10/20/13	10	20	6	21.01738539
292.29	10/20/13	10	20	7	20.8078179
292.33	10/20/13	10	20	8	20.59623311
292.37	10/20/13	10	20	9	20.38269371
292.42	10/20/13	10	20	10	20.16726298
292.46	10/20/13	10	20	11	19.95000476
292.5	10/20/13	10	20	12	19.73098342
292.54	10/20/13	10	20	13	19.51026387
292.58	10/20/13	10	20	14	19.28791151
292.62	10/20/13	10	20	15	19.06399223
292.67	10/20/13	10	20	16	18.83857238
292.71	10/20/13	10	20	17	18.61171875
292.75	10/20/13	10	20	18	18.38349857
292.79	10/20/13	10	20	19	18.15397947
292.83	10/20/13	10	20	20	17.92322945
292.87	10/20/13	10	20	21	17.6913169
292.92	10/20/13	10	20	22	17.45831053
292.96	10/20/13	10	20	23	17.22427938
293	10/21/13	10	21	0	16.98929282
293.04	10/21/13	10	21	1	16.75342046
293.08	10/21/13	10	21	2	16.5167322
293.12	10/21/13	10	21	3	16.27929818
293.17	10/21/13	10	21	4	16.04118876
293.21	10/21/13	10	21	5	15.80247448
293.25	10/21/13	10	21	6	15.5632261
293.29	10/21/13	10	21	7	15.3235145
293.33	10/21/13	10	21	8	15.08341071
293.37	10/21/13	10	21	9	14.84298588
293.42	10/21/13	10	21	10	14.60231126
293.46	10/21/13	10	21	11	14.36145816
293.5	10/21/13	10	21	12	14.12049796
293.54	10/21/13	10	21	13	13.87950204
293.58	10/21/13	10	21	14	13.63854184
293.62	10/21/13	10	21	15	13.39768874
293.67	10/21/13	10	21	16	13.15701412
293.71	10/21/13	10	21	17	12.91658929
293.75	10/21/13	10	21	18	12.6764855
293.79	10/21/13	10	21	19	12.4367739
293.83	10/21/13	10	21	20	12.19752552
293.87	10/21/13	10	21	21	11.95881124
293.92	10/21/13	10	21	22	11.72070182
293.96	10/21/13	10	21	23	11.4832678
294	10/22/13	10	22	0	11.24657954
294.04	10/22/13	10	22	1	11.01070718
294.08	10/22/13	10	22	2	10.77572062
294.12	10/22/13	10	22	3	10.54168947
294.17	10/22/13	10	22	4	10.3086831
294.21	10/22/13	10	22	5	10.07677055
294.25	10/22/13	10	22	6	9.84602053
294.29	10/22/13	10	22	7	9.616501427
294.33	10/22/13	10	22	8	9.388281249
294.37	10/22/13	10	22	9	9.161427623
294.42	10/22/13	10	22	10	8.93600777
294.46	10/22/13	10	22	11	8.712088487
294.5	10/22/13	10	22	12	8.489736127
294.54	10/22/13	10	22	13	8.269016577
294.58	10/22/13	10	22	14	8.04999524
294.62	10/22/13	10	22	15	7.832737019
294.67	10/22/13	10	22	16	7.617306291
294.71	10/22/13	10	22	17	7.403766893
294.75	10/22/13	10	22	18	7.1921821
294.79	10/22/13	10	22	19	6.982614612
294.83	10/22/13	10	22	20	6.775126526
294.87	10/22/13	10	22	21	6.569779326
294.92	10/22/13	10	22	22	6.36663386
294.96	10/22/13	10	22	23	6.165750326
295	10/23/13	10	23	0	5.967188249
295.04	10/23/13	10	23	1	5.771006468
295.08	10/23/13	10	23	2	5.577263115
295.12	10/23/13	10	23	3	5.386015601
295.17	10/23/13	10	23	4	5.197320596
295.21	10/23/13	10	23	5	5.011234015
295.25	10/23/13	10	23	6	4.827810999
295.29	10/23/13	10	23	7	4.647105901
295.33	10/23/13	10	23	8	4.469172267
295.37	10/23/13	10	23	9	4.294062824
295.42	10/23/13	10	23	10	4.121829459
295.46	10/23/13	10	23	11	3.952523209
295.5	10/23/13	10	23	12	3.786194243
295.54	10/23/13	10	23	13	3.622891848
295.58	10/23/13	10	23	14	3.462664415
295.62	10/23/13	10	23	15	3.305559421
295.67	10/23/13	10	23	16	3.151623421
295.71	10/23/13	10	23	17	3.000902029
295.75	10/23/13	10	23	18	2.853439907
295.79	10/23/13	10	23	19	2.709280752
295.83	10/23/13	10	23	20	2.56846728
295.87	10/23/13	10	23	21	2.431041218
295.92	10/23/13	10	23	22	2.297043288
295.96	10/23/13	10	23	23	2.166513197
296	10/24/13	10	24	0	2.039489624
296.04	10/24/13	10	24	1	1.916010207
296.08	10/24/13	10	24	2	1.796111538
296.12	10/24/13	10	24	3	1.679829144
296.17	10/24/13	10	24	4	1.567197483
296.21	10/24/13	10	24	5	1.45824993
296.25	10/24/13	10	24	6	1.353018767
296.29	10/24/13	10	24	7	1.251535179
296.33	10/24/13	10	24	8	1.153829235
296.37	10/24/13	10	24	9	1.059929889
296.42	10/24/13	10	24	10	0.969864965
296.46	10/24/13	10	24	11	0.883661152
296.5	10/24/13	10	24	12	0.801343993
296.54	10/24/13	10	24	13	0.72293788
296.58	10/24/13	10	24	14	0.648466047
296.62	10/24/13	10	24	15	0.577950562
296.67	10/24/13	10	24	16	0.51141232
296.71	10/24/13	10	24	17	0.448871038
296.75	10/24/13	10	24	18	0.390345247
296.79	10/24/13	10	24	19	0.335852291
296.83	10/24/13	10	24	20	0.285408317
296.87	10/24/13	10	24	21	0.239028272
296.92	10/24/13	10	24	22	0.196725901
296.96	10/24/13	10	24	23	0.158513737
297	10/25/13	10	25	0	0.124403104
297.04	10/25/13	10	25	1	0.09440411
297.08	10/25/13	10	25	2	0.068525645
297.12	10/25/13	10	25	3	0.046775375
297.17	10/25/13	10	25	4	0.029159748
297.21	10/25/13	10	25	5	0.015683982
297.25	10/25/13	10	25	6	0.00635207
297.29	10/25/13	10	25	7	0.001166779
297.33	10/25/13	10	25	8	0.000129644
297.37	10/25/13	10	25	9	0.003240972
297.42	10/25/13	10	25	10	0.010499843
297.46	10/25/13	10	25	11	0.021904104
297.5	10/25/13	10	25	12	0.037450376
297.54	10/25/13	10	25	13	0.057134054
297.58	10/25/13	10	25	14	0.080949303
297.62	10/25/13	10	25	15	0.108889068
297.67	10/25/13	10	25	16	0.140945069
297.71	10/25/13	10	25	17	0.177107806
297.75	10/25/13	10	25	18	0.217366565
297.79	10/25/13	10	25	19	0.261709416
297.83	10/25/13	10	25	20	0.310123219
297.87	10/25/13	10	25	21	0.362593628
297.92	10/25/13	10	25	22	0.419105094
297.96	10/25/13	10	25	23	0.479640873
298	10/26/13	10	26	0	0.544183026
298.04	10/26/13	10	26	1	0.612712428
298.08	10/26/13	10	26	2	0.685208772
298.12	10/26/13	10	26	3	0.761650576
298.17	10/26/13	10	26	4	0.842015189
298.21	10/26/13	10	26	5	0.926278796
298.25	10/26/13	10	26	6	1.01441643
298.29	10/26/13	10	26	7	1.106401972
298.33	10/26/13	10	26	8	1.202208165
298.37	10/26/13	10	26	9	1.301806621
298.42	10/26/13	10	26	10	1.405167825
298.46	10/26/13	10	26	11	1.51226115
298.5	10/26/13	10	26	12	1.623054861
298.54	10/26/13	10	26	13	1.737516128
298.58	10/26/13	10	26	14	1.855611034
298.62	10/26/13	10	26	15	1.977304584
298.67	10/26/13	10	26	16	2.102560719
298.71	10/26/13	10	26	17	2.231342321
298.75	10/26/13	10	26	18	2.363611231
298.79	10/26/13	10	26	19	2.499328254
298.83	10/26/13	10	26	20	2.638453174
298.87	10/26/13	10	26	21	2.780944766
298.92	10/26/13	10	26	22	2.926760805
298.96	10/26/13	10	26	23	3.075858085
299	10/27/13	10	27	0	3.228192424
299.04	10/27/13	10	27	1	3.383718681
299.08	10/27/13	10	27	2	3.542390772
299.12	10/27/13	10	27	3	3.704161679
299.17	10/27/13	10	27	4	3.868983464
299.21	10/27/13	10	27	5	4.036807288
299.25	10/27/13	10	27	6	4.207583421
299.29	10/27/13	10	27	7	4.381261259
299.33	10/27/13	10	27	8	4.557789336
299.37	10/27/13	10	27	9	4.737115345
299.42	10/27/13	10	27	10	4.919186146
299.46	10/27/13	10	27	11	5.103947788
299.5	10/27/13	10	27	12	5.291345522
299.54	10/27/13	10	27	13	5.481323818
299.58	10/27/13	10	27	14	5.673826383
299.62	10/27/13	10	27	15	5.868796172
299.67	10/27/13	10	27	16	6.066175412
299.71	10/27/13	10	27	17	6.265905616
299.75	10/27/13	10	27	18	6.467927598
299.79	10/27/13	10	27	19	6.672181497
299.83	10/27/13	10	27	20	6.878606786
299.87	10/27/13	10	27	21	7.087142298
299.92	10/27/13	10	27	22	7.297726238
299.96	10/27/13	10	27	23	7.510296207
300	10/28/13	10	28	0	7.724789216
300.04	10/28/13	10	28	1	7.941141704
300.08	10/28/13	10	28	2	8.159289563
300.12	10/28/13	10	28	3	8.379168151
300.17	10/28/13	10	28	4	8.600712313
300.21	10/28/13	10	28	5	8.8238564
300.25	10/28/13	10	28	6	9.04853429
300.29	10/28/13	10	28	7	9.274679406
300.33	10/28/13	10	28	8	9.502224736
300.37	10/28/13	10	28	9	9.731102855
300.42	10/28/13	10	28	10	9.96124594
300.46	10/28/13	10	28	11	10.19258579
300.5	10/28/13	10	28	12	10.42505387
300.54	10/28/13	10	28	13	10.65858128
300.58	10/28/13	10	28	14	10.89309882
300.62	10/28/13	10	28	15	11.128537
300.67	10/28/13	10	28	16	11.36482606
300.71	10/28/13	10	28	17	11.60189598
300.75	10/28/13	10	28	18	11.83967651
300.79	10/28/13	10	28	19	12.07809719
300.83	10/28/13	10	28	20	12.31708737
300.87	10/28/13	10	28	21	12.55657624
300.92	10/28/13	10	28	22	12.79649282
300.96	10/28/13	10	28	23	13.03676602
301	10/29/13	10	29	0	13.27732466
301.04	10/29/13	10	29	1	13.51809744
301.08	10/29/13	10	29	2	13.75901301
301.12	10/29/13	10	29	3	14
301.17	10/29/13	10	29	4	14.24098699
301.21	10/29/13	10	29	5	14.48190256
301.25	10/29/13	10	29	6	14.72267534
301.29	10/29/13	10	29	7	14.96323398
301.33	10/29/13	10	29	8	15.20350718
301.37	10/29/13	10	29	9	15.44342376
301.42	10/29/13	10	29	10	15.68291263
301.46	10/29/13	10	29	11	15.92190281
301.5	10/29/13	10	29	12	16.16032349
301.54	10/29/13	10	29	13	16.39810402
301.58	10/29/13	10	29	14	16.63517394
301.62	10/29/13	10	29	15	16.871463
301.67	10/29/13	10	29	16	17.10690118
301.71	10/29/13	10	29	17	17.34141872
301.75	10/29/13	10	29	18	17.57494613
301.79	10/29/13	10	29	19	17.80741421
301.83	10/29/13	10	29	20	18.03875406
301.87	10/29/13	10	29	21	18.26889715
301.92	10/29/13	10	29	22	18.49777526
301.96	10/29/13	10	29	23	18.72532059
302	10/30/13	10	30	0	18.95146571
302.04	10/30/13	10	30	1	19.1761436
302.08	10/30/13	10	30	2	19.39928769
302.12	10/30/13	10	30	3	19.62083185
302.17	10/30/13	10	30	4	19.84071044
302.21	10/30/13	10	30	5	20.0588583
302.25	10/30/13	10	30	6	20.27521078
302.29	10/30/13	10	30	7	20.48970379
302.33	10/30/13	10	30	8	20.70227376
302.37	10/30/13	10	30	9	20.9128577
302.42	10/30/13	10	30	10	21.12139321
302.46	10/30/13	10	30	11	21.3278185
302.5	10/30/13	10	30	12	21.5320724
302.54	10/30/13	10	30	13	21.73409438
302.58	10/30/13	10	30	14	21.93382459
302.62	10/30/13	10	30	15	22.13120383
302.67	10/30/13	10	30	16	22.32617362
302.71	10/30/13	10	30	17	22.51867618
302.75	10/30/13	10	30	18	22.70865448
302.79	10/30/13	10	30	19	22.89605221
302.83	10/30/13	10	30	20	23.08081385
302.87	10/30/13	10	30	21	23.26288466
302.92	10/30/13	10	30	22	23.44221066
302.96	10/30/13	10	30	23	23.61873874
303	10/31/13	10	31	0	23.79241658
303.04	10/31/13	10	31	1	23.96319271
303.08	10/31/13	10	31	2	24.13101654
303.12	10/31/13	10	31	3	24.29583832
303.17	10/31/13	10	31	4	24.45760923
303.21	10/31/13	10	31	5	24.61628132
303.25	10/31/13	10	31	6	24.77180758
303.29	10/31/13	10	31	7	24.92414191
303.33	10/31/13	10	31	8	25.07323919
303.37	10/31/13	10	31	9	25.21905523
303.42	10/31/13	10	31	10	25.36154683
303.46	10/31/13	10	31	11	25.50067175
303.5	10/31/13	10	31	12	25.63638877
303.54	10/31/13	10	31	13	25.76865768
303.58	10/31/13	10	31	14	25.89743928
303.62	10/31/13	10	31	15	26.02269542
303.67	10/31/13	10	31	16	26.14438897
303.71	10/31/13	10	31	17	26.26248387
303.75	10/31/13	10	31	18	26.37694514
303.79	10/31/13	10	31	19	26.48773885
303.83	10/31/13	10	31	20	26.59483218
303.87	10/31/13	10	31	21	26.69819338
303.92	10/31/13	10	31	22	26.79779183
303.96	10/31/13	10	31	23	26.89359803
304	11/1/13	11	1	0	26.98558357
304.04	11/1/13	11	1	1	27.0737212
304.08	11/1/13	11	1	2	27.15798481
304.12	11/1/13	11	1	3	27.23834942
304.17	11/1/13	11	1	4	27.31479123
304.21	11/1/13	11	1	5	27.38728757
304.25	11/1/13	11	1	6	27.45581697
304.29	11/1/13	11	1	7	27.52035913
304.33	11/1/13	11	1	8	27.58089491
304.37	11/1/13	11	1	9	27.63740637
304.42	11/1/13	11	1	10	27.68987678
304.46	11/1/13	11	1	11	27.73829058
304.5	11/1/13	11	1	12	27.78263343
304.54	11/1/13	11	1	13	27.82289219
304.58	11/1/13	11	1	14	27.85905493
304.62	11/1/13	11	1	15	27.89111093
304.67	11/1/13	11	1	16	27.9190507
304.71	11/1/13	11	1	17	27.94286595
304.75	11/1/13	11	1	18	27.96254962
304.79	11/1/13	11	1	19	27.9780959
304.83	11/1/13	11	1	20	27.98950016
304.87	11/1/13	11	1	21	27.99675903
304.92	11/1/13	11	1	22	27.99987036
304.96	11/1/13	11	1	23	27.99883322
305	11/2/13	11	2	0	27.99364793
305.04	11/2/13	11	2	1	27.98431602
305.08	11/2/13	11	2	2	27.97084025
305.12	11/2/13	11	2	3	27.95322462
305.17	11/2/13	11	2	4	27.93147436
305.21	11/2/13	11	2	5	27.90559589
305.25	11/2/13	11	2	6	27.8755969
305.29	11/2/13	11	2	7	27.84148626
305.33	11/2/13	11	2	8	27.8032741
305.37	11/2/13	11	2	9	27.76097173
305.42	11/2/13	11	2	10	27.71459168
305.46	11/2/13	11	2	11	27.66414771
305.5	11/2/13	11	2	12	27.60965475
305.54	11/2/13	11	2	13	27.55112896
305.58	11/2/13	11	2	14	27.48858768
305.62	11/2/13	11	2	15	27.42204944
305.67	11/2/13	11	2	16	27.35153395
305.71	11/2/13	11	2	17	27.27706212
305.75	11/2/13	11	2	18	27.19865601
305.79	11/2/13	11	2	19	27.11633885
305.83	11/2/13	11	2	20	27.03013503
305.87	11/2/13	11	2	21	26.94007011
305.92	11/2/13	11	2	22	26.84617076
305.96	11/2/13	11	2	23	26.74846482
306	11/3/13	11	3	0	26.64698123
306.04	11/3/13	11	3	1	26.54175007
306.08	11/3/13	11	3	2	26.43280252
306.12	11/3/13	11	3	3	26.32017086
306.17	11/3/13	11	3	4	26.20388846
306.21	11/3/13	11	3	5	26.08398979
306.25	11/3/13	11	3	6	25.96051038
306.29	11/3/13	11	3	7	25.8334868
306.33	11/3/13	11	3	8	25.70295671
306.37	11/3/13	11	3	9	25.56895878
306.42	11/3/13	11	3	10	25.43153272
306.46	11/3/13	11	3	11	25.29071925
306.5	11/3/13	11	3	12	25.14656009
306.54	11/3/13	11	3	13	24.99909797
306.58	11/3/13	11	3	14	24.84837658
306.62	11/3/13	11	3	15	24.69444058
306.67	11/3/13	11	3	16	24.53733559
306.71	11/3/13	11	3	17	24.37710815
306.75	11/3/13	11	3	18	24.21380576
306.79	11/3/13	11	3	19	24.04747679
306.83	11/3/13	11	3	20	23.87817054
306.87	11/3/13	11	3	21	23.70593718
306.92	11/3/13	11	3	22	23.53082773
306.96	11/3/13	11	3	23	23.3528941
307	11/3/13	11	3	0	23.172189
307.04	11/4/13	11	4	1	22.98876599
307.08	11/4/13	11	4	2	22.8026794
307.12	11/4/13	11	4	3	22.6139844
307.17	11/4/13	11	4	4	22.42273689
307.21	11/4/13	11	4	5	22.22899353
307.25	11/4/13	11	4	6	22.03281175
307.29	11/4/13	11	4	7	21.83424967
307.33	11/4/13	11	4	8	21.63336614
307.37	11/4/13	11	4	9	21.43022067
307.42	11/4/13	11	4	10	21.22487347
307.46	11/4/13	11	4	11	21.01738539
307.5	11/4/13	11	4	12	20.8078179
307.54	11/4/13	11	4	13	20.59623311
307.58	11/4/13	11	4	14	20.38269371
307.62	11/4/13	11	4	15	20.16726298
307.67	11/4/13	11	4	16	19.95000476
307.71	11/4/13	11	4	17	19.73098342
307.75	11/4/13	11	4	18	19.51026387
307.79	11/4/13	11	4	19	19.28791151
307.83	11/4/13	11	4	20	19.06399223
307.87	11/4/13	11	4	21	18.83857238
307.92	11/4/13	11	4	22	18.61171875
307.96	11/4/13	11	4	23	18.38349857
308	11/4/13	11	4	0	18.15397947
308.04	11/5/13	11	5	1	17.92322945
308.08	11/5/13	11	5	2	17.6913169
308.12	11/5/13	11	5	3	17.45831053
308.17	11/5/13	11	5	4	17.22427938
308.21	11/5/13	11	5	5	16.98929282
308.25	11/5/13	11	5	6	16.75342046
308.29	11/5/13	11	5	7	16.5167322
308.33	11/5/13	11	5	8	16.27929818
308.37	11/5/13	11	5	9	16.04118876
308.42	11/5/13	11	5	10	15.80247448
308.46	11/5/13	11	5	11	15.5632261
308.5	11/5/13	11	5	12	15.3235145
308.54	11/5/13	11	5	13	15.08341071
308.58	11/5/13	11	5	14	14.84298588
308.62	11/5/13	11	5	15	14.60231126
308.67	11/5/13	11	5	16	14.36145816
308.71	11/5/13	11	5	17	14.12049796
308.75	11/5/13	11	5	18	13.87950204
308.79	11/5/13	11	5	19	13.63854184
308.83	11/5/13	11	5	20	13.39768874
308.87	11/5/13	11	5	21	13.15701412
308.92	11/5/13	11	5	22	12.91658929
308.96	11/5/13	11	5	23	12.6764855
309	11/5/13	11	5	0	12.4367739
